"דוח תקציב מול ביצוע ברוטו, תחום תקציב (משרד) - ברמת תקנות",,,,,,,,,,,
,,,,,,,,,,,
"להלן הפרמטרים שבחרת במסך:",,,,,,,,,,,
,,,,,,,,,,,
" שנה: 2009 ",,,,,,,,,,,
" עד חודש: 12 (כולל תקופות נוספות)",,,,,,,,,,,
,,,,,,,,,,,
" עדכניות הנתונים: 18:00:45  11/05/2010 ",,,,,,,,,,,
,,,,,,,,,,,
"תחומי תקציב שנבחרו: הכל",,,,,,,,,,,
"טווח תקנות: הכל עד הכל",,,,,,,,,,,
,,,,,,,,,,,
"הרכב הביצוע שנבחר:",,,,,,,,,,,
"ביצוע בפועל, ",,,,,,,,,,,
,,,,,,,,,,,
"שורות בהם כל הערכים 0 אינן מוצגות",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"   ",,,,,,,,,,,
,,,,"תקציב",,"ביצוע",,"הפרש",,"אחוז ביצוע",
"תחום תקציב","תיאור תחום תקציב",1,"שם תקנה","ברוטו","הכנסה מיועדת","ברוטו","הכנסה מיועדת","ברוטו","הכנסה מיועדת","ברוטו","הכנסה מיועדת"
"0200","כנסת ישראל","00460101","החזר ע""ח שנים קודמות",0,0,"-571,449",0,"571,449",0,0.0,0.0
,,"00470101","הכנסות שונות",0,0,"-623,476",0,"623,476",0,0.0,0.0
,,"00470103","גימלה %2",0,0,500,0,-500,0,0.0,0.0
,,"02020101","שכר חברי הכנסת","53,000,000",0,"43,370,148",0,"9,629,852",0,81.8,0.0
,,"02020201","עוזרים לחברי הכנסת","29,300,000",0,"25,101,503",0,"4,198,497",0,85.7,0.0
,,"02020204","קשר לציבור חברי כנסת","14,870,000",0,"7,279,011",0,"7,590,989",0,49.0,0.0
,,"02020207","שכר דירה ומלונות","2,200,000",0,"820,142",0,"1,379,858",0,37.3,0.0
,,"02020209","רכב לחברי הכנסת","10,000,000",0,"8,168,190",0,"1,831,810",0,81.7,0.0
,,"02020211","אבטחה ומיגון חברי כנ","10,570,000",0,"4,857,583",0,"5,712,417",0,46.0,0.0
,,"02020212","השתתפות בהוצאות","100,000",0,0,0,"100,000",0,0.0,0.0
,,"02020213","לימודי שפות חברי כנס","120,000",0,"51,867",0,"68,133",0,43.2,0.0
,,"02030101","מחקר ופעולות - המרכז","930,000",0,"208,137",0,"721,863",0,22.4,0.0
,,"02030103","כיבוד המוגש בועדות","500,000",0,"389,111",0,"110,889",0,77.8,0.0
,,"02030105","סיורי ועדות ברחבי הא","75,000",0,"43,855",0,"31,145",0,58.5,0.0
,,"02030106","הקלטות בועדות ע""י גו","500,000",0,"284,085",0,"215,915",0,56.8,0.0
,,"02030107","תרגומים לועדות ע""י","100,000",0,"50,470",0,"49,530",0,50.5,0.0
,,"02030108","אינטרנט ודואר אלקטרו","1,250,000",0,"400,397",0,"849,603",0,32.0,0.0
,,"02030110","שידורים ישירים מהכנס","21,470,000",0,"19,933,339",0,"1,536,661",0,92.8,0.0
,,"02030111","צילום מסמכים ע""י חבר","190,000",0,"171,847",0,"18,153",0,90.4,0.0
,,"02030112","לקט עיתונות","120,000",0,"68,873",0,"51,127",0,57.4,0.0
,,"02030113","צילומי ארועים לעיתונ","50,000",0,"45,020",0,"4,980",0,90.0,0.0
,,"02030116","הדרכת תלמידים בשיתוף","130,000",0,0,0,"130,000",0,0.0,0.0
,,"02030119","נציבות הדורות הבאים",0,0,0,0,0,0,0.0,0.0
,,"02030122","ייעוץ לערוץ הכנסת","120,000",0,"31,295",0,"88,705",0,26.1,0.0
,,"02030123","הפצה לווינית ערוץ","3,700,000",0,"1,614,710",0,"2,085,290",0,43.6,0.0
,,"02030124","שידרוג והעתקת אולפן","3,410,000",0,0,0,"3,410,000",0,0.0,0.0
,,"02030202","ארועים מיוחדים בכנסת","765,000",0,"658,094",0,"106,906",0,86.0,0.0
,,"02030207","אירועים בתשלום בכנסת","180,000",0,"20,192",0,"159,808",0,11.2,0.0
,,"02030208","ארועים בתשלום בכנסת",0,"-180,000",0,"-20,192",0,"-159,808",0.0,11.2
,,"02030211","קרן הכנסת","50,000",0,0,0,"50,000",0,0.0,0.0
,,"02030212","קשרי חוץ","1,500,000",0,"1,251,637",0,"248,363",0,83.4,0.0
,,"02030302","שכר צוות פרלמנטרי -","6,620,000",0,"6,099,039",0,"520,961",0,92.1,0.0
,,"02030401","שיא כח אדם עובדים","73,425,000",0,"69,340,748",0,"4,084,252",0,94.4,0.0
,,"02030402","עבודה בלתי צמיתה","5,800,000",0,"5,427,149",0,"372,851",0,93.6,0.0
,,"02030403","שעות נוספות - עובדים","3,100,000",0,"2,256,578",0,"843,422",0,72.8,0.0
,,"02030404","החזר הוצאות רכב עובד","10,200,000",0,"9,265,839",0,"934,161",0,90.8,0.0
,,"02030405","כוננויות עובדים","200,000",0,"210,791",0,"-10,791",0,105.4,0.0
,,"02030406","קניית שרותי כח אדם",0,0,0,0,0,0,0.0,0.0
,,"02030408","השתלמות עובדים בחו""ל",0,0,0,0,0,0,0.0,0.0
,,"02030410","פעילויות רווחה וספור","635,000",0,"570,467",0,"64,533",0,89.8,0.0
,,"02030411","הכשרה מקצועית עובדים","760,000",0,"384,838",0,"375,162",0,50.6,0.0
,,"02030412","הגנה משפטית עובדי","35,000",0,"27,610",0,"7,390",0,78.9,0.0
,,"02030414","העסקת סטודנטים (13)","550,000",0,"460,156",0,"89,844",0,83.7,0.0
,,"02030501","פרסומים והסברה לשכת","100,000",0,"70,165",0,"29,835",0,70.2,0.0
,,"02030502","רשומות וירחונים","60,000",0,"26,718",0,"33,282",0,44.5,0.0
,,"02030503","רכישת ספרים כתבי עת","200,000",0,"114,038",0,"85,962",0,57.0,0.0
,,"02030504","תפעול שוטף","8,178,000",0,"7,505,684",0,"672,316",0,91.8,0.0
,,"02030505","אחזקה שוטפת","20,692,000",0,"20,245,103",0,"446,897",0,97.8,0.0
,,"02030506","רכישת ציוד משקי","4,090,000",0,"1,259,153",0,"2,830,847",0,30.8,0.0
,,"02030507","דואר טלפונים ומשלוחי","2,140,000",0,"1,685,917",0,"454,083",0,78.8,0.0
,,"02030508","שיפוץ מבנים והתקנות","14,200,000",0,"8,743,124",0,"5,456,876",0,61.6,0.0
,,"02030509","הוצאות רכב מינהלה","1,500,000",0,"1,490,853",0,"9,147",0,99.4,0.0
,,"02030510","הוצאות דלק","8,570,000",0,"5,601,795",0,"2,968,205",0,65.4,0.0
,,"02030511","שכירות רכב","20,000",0,0,0,"20,000",0,0.0,0.0
,,"02030512","נסיעות והובלות","335,000",0,"238,318",0,"96,682",0,71.1,0.0
,,"02030513","סריקה אופטית ארכיון","650,000",0,"162,892",0,"487,108",0,25.1,0.0
,,"02030520","אחזקת חניון חדש","1,630,000",0,"928,654",0,"701,346",0,57.0,0.0
,,"02030522","אחזקת אגף קדמה","10,000,000",0,"8,648,035",0,"1,351,965",0,86.5,0.0
,,"02030601","שיא כח אדם משמר (162","41,260,000",0,"37,333,616",0,"3,926,384",0,90.5,0.0
,,"02030602","עבודה בלתי צמיתה -","1,500,000",0,"1,679,594",0,"-179,594",0,112.0,0.0
,,"02030605","נסיעות מיוחדות לשומר","330,000",0,"305,605",0,"24,395",0,92.6,0.0
,,"02030606","הוצאות שמירה וביטחון","4,020,000",0,"1,874,823",0,"2,145,177",0,46.6,0.0
,,"02030607","ציוד ביטחוני ותפעולי","4,610,000",0,"1,600,996",0,"3,009,004",0,34.7,0.0
,,"02030608","מדים לשומרים","1,545,000",0,"717,958",0,"827,042",0,46.5,0.0
,,"02030609","פעילות תרבות (רווחה","865,000",0,"736,534",0,"128,466",0,85.1,0.0
,,"02030610","החזר הוצאות רכב -","1,350,000",0,"1,286,084",0,"63,916",0,95.3,0.0
,,"02030611","השתתפות בתקציב דיור","140,000",0,"106,629",0,"33,371",0,76.2,0.0
,,"02030701","אחזקה מערכת המחשב","25,870,000",0,"18,641,285",0,"7,228,715",0,72.1,0.0
,,"02030702","השתתפות באוצר - תהיל","220,000",0,"213,803",0,"6,197",0,97.2,0.0
,,"02030703","השתתפות בפרוייקט","700,000",0,0,0,"700,000",0,0.0,0.0
,,"02040101","רזרבה","15,000,000",0,0,0,"15,000,000",0,0.0,0.0
,,"02050101","תוספת מבנה","6,600,000",0,"1,057,875",0,"5,542,125",0,16.0,0.0
,,"02050103","בינוי והחזר הון - אג","33,200,000",0,"23,192,475",0,"10,007,525",0,69.9,0.0
,,"02050110","ארגון האגף הקיים","850,000",0,"386,269",0,"463,731",0,45.4,0.0
,,"02050111","חניות בחניון הלאום","1,320,000",0,"1,060,905",0,"259,095",0,80.4,0.0
,,"02070101","שירותי משרד ליושבי ר","250,000",0,"223,510",0,"26,490",0,89.4,0.0
,,"02080101","גימלאות חברי כנסת","61,000,000",0,"54,381,280",0,"6,618,720",0,89.1,0.0
,,"02080102","מענקי פרישה חברי כנס","5,000,000",0,"3,137,637",0,"1,862,363",0,62.8,0.0
,,"03010101","משכורת חברי הממשלה",0,0,"4,112,207",0,"-4,112,207",0,0.0,0.0
,,"12110121","רכישה 18.5% - הכנסות",0,0,0,"14,371",0,"-14,371",0.0,0.0
,,"12110123","החזר פיצויים ותקופת",0,0,0,"-1,196,389",0,"1,196,389",0.0,0.0
,,"14010101","מימון מפלגות שוטף","91,590,000",0,"91,648,216",0,"-58,216",0,100.1,0.0
